      4,975221238938      5,279778375285090
      4,052507374631      4,119694462174090
      4,323893805310      3,871455453962590
      4,771681415929      4,554759972727020
      1,894985250737      1,426974796485000
      3,577581120944      4,728783688594570
      4,174631268437      3,963179072422820
      5,300884955752      6,523966888246340
      5,667256637168      7,333339824089250
      2,722713864307      2,657770473454970
      3,441887905605      4,710892356626310
      2,519174041298      1,944391925074480
      6,332153392330      6,740512783900070
      5,477286135693      7,031293475231010
      5,463716814159      6,999380333180260
      6,182890855457      6,967375048983830
      4,920943952802      5,071835095311880
      2,315634218289      1,461824576343960
      3,713274336283      4,627348013627660
      2,505604719764      1,903686486710410
      3,699705014749      4,641928877908000
      5,680825958702      7,344262925978450
      2,207079646018      1,330183322031740
      5,043067846608      5,547104502140850
      2,573451327434      2,117363100197530
      5,775811209440      7,381761117528580
      5,368731563422      6,741330762889250
      5,979351032448      7,260399286154610
      2,763421828909      2,815557243875640
      4,269616519174      3,889185347434610
      2,478466076696      1,825580770460560
      4,907374631268      5,021106149080590
      4,473156342183      3,931213457091670
      6,277876106195      6,818672595242360
      5,694395280236      7,353770335861910
      2,749852507375      2,762690223680620
      5,233038348083      6,284513056148290
      4,228908554572      3,914689797246620
      1,989970501475      1,332416200638140
      4,133923303835      4,009004206504730
      6,345722713864      6,722269379006860
      2,288495575221      1,420293971857490
      4,351032448378      3,870098176939070
      2,790560471976      2,921836717826860
      2,627728613569      2,304601469902340
      3,034808259587      3,843326437136750
      5,748672566372      7,377864462386300
      4,215339233038      3,925336378940050
      3,862536873156      4,422102136196340
      6,359292035398      6,704644918223950
      2,030678466077      1,307319096511580
      4,147492625369      3,992914663030140
      1,867846607670      1,461784718788350
      2,492035398230      1,864071134429910
      4,703834808260      4,358054535858270
      4,839528023599      4,777480981014040
      3,306194690265      4,553989930916520
      5,653687315634      7,320993508400790
      3,591150442478      4,723524162577950
      2,125663716814      1,291405876089940
      3,876106194690      4,400652639719350
      3,821828908555      4,484480538644780
      6,060766961652      7,155025747991670
      2,831268436578      3,081805951591490
      1,962831858407      1,354609035092740
      4,106784660767      4,043397659560020
      6,155752212389      7,010555388509210
      2,451327433628      1,752106531324520
      5,070206489676      5,654962035849720
      3,998230088496      4,203314285514980
      2,383480825959      1,590230586551410
      2,234218289086      1,354458976519180
      2,057817109145      1,296441875867250
      6,196460176991      6,945737701275560
      2,302064896755      1,440346011362860
      2,939823008850      3,501286938175380
      2,736283185841      2,710076823590690
      4,812389380531      4,685579028758090
      3,740412979351      4,595721659537830
      4,866666666667      4,872735989049930
      5,097345132743      5,762697775930270
      2,600589970501      2,209372378782650
      3,401179941003      4,678807292685330
      6,264306784661      6,839251923315880
      3,618289085546      4,709504426495120
      3,726843657817      4,611930702710830
      4,283185840708      3,882945572399440
      3,387610619469      4,665263631268330
      5,287315634218      6,477671340722740
      5,395870206490      6,820962658067890
      4,622418879056      4,162163400031830
      1,935693215339      1,380824029101840
      6,101474926254      7,095020921384440
      5,002359882006      5,386041244256020
      5,938643067847      7,303150594407920
      5,205899705015      6,183799474646160
      3,672566371681      4,668408504436430
