     0,2125000000000     -1,220248046875
    -0,4500000000000      2,811375000000
    -1,3333333333333      7,407407407407
    -1,7750000000000      8,208265625000
     1,0958333333333     -4,058217086227
    -0,6708333333333      4,173130714699
    -1,1125000000000      6,535763671875
    -2,8791666666667      1,697458695023
    -2,4375000000000      6,084228515625
     1,7583333333333     -2,021961226852
    -1,9958333333333      8,008246600116
    -0,8916666666667      5,436132523148
    -0,0083333333333      0,050068865741
     0,4333333333333     -2,330851851852
     1,5375000000000     -3,226587890625
    -3,1000000000000     -1,581000000000
    -1,5541666666667      7,986446976273
     0,8750000000000     -3,814453125000
     1,9791666666667     -0,205304181134
    -2,6583333333333      4,230995949074
    -0,2291666666667      1,415482132523
     0,6541666666667     -3,217125795718
     2,2000000000000      2,288000000000
    -2,2166666666667      7,321773148148
     1,3166666666667     -3,883800925926
