     -0,33914081145584700    -2,960264747918
      0,35584725536992800     4,186503820711
     -1,33198090692124000    -0,140510701719
      0,64606205250596700     2,079392068815
      0,31002386634844900     4,189221135484
      0,96682577565632500    -2,730362188294
     -0,36205250596658700    -3,266935954367
      1,27231503579952000    -6,200117608850
     -0,28568019093078800    -2,208965839256
     -0,43078758949880700    -4,114327986702
      0,51622911694510700     3,436421596823
      0,50859188544152800     3,497042102288
     -0,20167064439140800    -0,965619474142
      0,03508353221957040     2,334870245063
      0,89809069212410500    -1,663667752227
      1,03556085918854000    -3,734684965623
     -1,23269689737470000    -1,482458410337
     -1,02649164677804000    -4,129584324007
      0,65369928400954700     1,982614141647
      0,98973747016706500    -3,074132604191
     -0,55298329355608600    -5,269236819340
     -1,47708830548926000     1,553556952834
      0,11909307875895000     3,208532863758
      0,08090692124105030     2,839815392143
     -0,04128878281622920     1,367293419094
     -0,64463007159904500    -5,768735618877
      0,12673031026253000     3,276109908340
      0,88281622911694500    -1,422464285863
     -0,06420047732696890     1,052508128318
     -1,15632458233890000    -2,522761036607
     -0,69809069212410500    -5,897883763600
     -0,10238663484486900     0,509206561863
     -0,21694510739856800    -1,194638722777
      0,66897374701670700     1,784304815489
     -1,37780429594272000     0,442472184335
     -0,70572792362768500    -5,906285088714
     -0,73627684964200500    -5,914644981588
     -0,19403341288782800    -0,850968191724
      0,86754176610978500    -1,180794707236
     -0,32386634844868700    -2,750267607599
      0,24892601431980900     4,044824358405
     -0,15584725536992800    -0,278656634158
     -0,71336515513126500    -5,912162023372
     -1,42362768496420000     0,985532342001
     -0,76682577565632500    -5,882715929988
     -0,93484486873508400    -5,022081516488
      0,59260143198090700     2,708056625810
     -0,30859188544152700    -2,536325199474
      0,42458233890214800     4,003287112322
      0,47040572792362800     3,764367543335
     -0,81264916467780400    -5,760275469731
      0,38639618138424800     4,131456763006
      1,25704057279236000    -6,102533690026
      0,90572792362768500    -1,783942806151
     -1,18687350835322000    -2,110302872124
     -0,52243436754176600    -5,029200511781
      1,44033412887828000    -6,607057414192
     -0,03365155131264920     1,470024396677
