    1,628726287263   -0,415670041095352
    2,544715447154    5,244920163334880
    2,425474254743    5,812279187241810
    1,037940379404    5,058886476782150
    1,883468834688    0,835775197447593
    2,593495934959    4,817692261601820
    2,891598915989    1,296844881036750
    1,265582655827    2,962374733867770
    2,273712737127    5,400843180721420
    1,043360433604    5,034145391330510
    2,685636856369    3,794786193922840
    1,119241192412    4,534424582532240
    1,953929539295    1,673220037522970
    1,428184281843    0,977147886924691
    2,691056910569    3,728555318277960
    2,279132791328    5,436992000726620
    2,756097560976    2,910496721555670
    1,514905149051    0,153252896523888
    2,094850948509    3,541314264888050
    1,330623306233    2,144483167421080
    2,588075880759    4,869822487692030
    1,975609756098    1,953334457618980
    2,642276422764    4,304264420776530
    1,829268292683    0,302664830401935
    2,539295392954    5,286155163587950
    2,084010840108    3,399921808544850
    2,734417344173    3,186086318900640
    1,758807588076   -0,195150786603054
    1,487804878049    0,380317994116404
    1,688346883469   -0,432883352625607
    1,959349593496    1,742514780250350
    2,382113821138    5,826289600671440
    2,669376693767    3,990455658541730
    2,018970189702    2,530287303992270
    1,542005420054   -0,041348312938678
    2,420054200542    5,819873737471720
    1,796747967480    0,042855232690624
    1,753387533875   -0,223077719776825
    1,303523035230    2,486663962258410
    2,864498644986    1,589409933258600
    2,203252032520    4,806085727984170
    1,249322493225    3,162110412503880
    2,826558265583    2,031044114465090
    1,173441734417    4,025238964575010
    1,086720867209    4,782202708001470
    2,658536585366    4,118008564030950
    1,764227642276   -0,165672802980196
    2,317073170732    5,647670301070410
    2,073170731707    3,256996115048340
    1,742547425474   -0,274221893537298
    1,130081300813    4,441621544444120
    1,775067750678   -0,102125425718192
    2,766937669377    2,772716822854920
    1,054200542005    4,980056809374460
    2,907859078591    1,132510315649830
    2,355013550136    5,780696171791680
    2,523035230352    5,401723720386180
    1,460704607046    0,636521554148607
    2,897018970190    1,241067834000240
    2,452574525745    5,749581791917800
    2,463414634146    5,713120433374150
    1,915989159892    1,205668688417680
    2,447154471545    5,765392354731220
    2,924119241192    0,977631355725308
    1,818428184282    0,210648941899805
    1,184281842818    3,911067712713970
    1,238482384824    3,293112996265250
    2,696476964770    3,661883771154930
    2,501355013550    5,536007994213680
    1,151761517615    4,241991837679380
    1,363143631436    1,739053362243670
    1,802168021680    0,082716979971616
    1,157181571816    4,189332406839960
    2,555555555556    5,158525504855810
    2,804878048780    2,295949579794920
    2,111111111111    3,749859321800460
    1,910569105691    1,141810416210410
    2,224932249322    5,012367652858340
    1,612466124661   -0,376196977870421
    2,376693766938    5,820508532982780
    1,222222222222    3,485627184662600
    1,276422764228    2,827512233952140
    2,235772357724    5,108098741255340
    2,295392953930    5,536494458602930
    1,455284552846    0,690937031081110
    1,108401084011    4,622258620388570
    1,997289972900    2,239850460365680
    2,344173441734    5,750842358143360
    1,390243902439    1,411236592128370
    2,853658536585    1,712188221952240
    2,338753387534    5,733451323107540
    2,777777777778    2,635368469417320
    1,336043360434    2,076321875783850
    1,449864498645    0,746338224093620
    2,089430894309    3,470828919520180
    2,647696476965    4,242903650514200
    1,395663956640    1,347227060503300
    2,886178861789    1,353578053828660
    2,978319783198    0,539615282382103
    2,371273712737    5,813055158154110
    2,159891598916    4,340645246259540
    1,731707317073   -0,319001034213679
    2,783197831978    2,566954669264750
    2,799457994580    2,363225389395190
    1,287262872629    2,691648751330400
    2,875338753388    1,469781372615510
    1,498644986450    0,285799475224135
    1,189701897019    3,852648297414760
    2,441734417344    5,779575952155550
    1,850948509485    0,501956897074079
    1,308943089431    2,418176294540550
    2,718157181572    3,391559975258700
    2,230352303523    5,060872721718710
    1,439024390244    0,859968349219742
    2,533875338753    5,326049543124420
    2,934959349594    0,880032006398459
    2,035230352304    2,749175164944090
    2,951219512195    0,742678509740632
    2,333333333333    5,714428663789040
    1,574525745257   -0,228007704685298
    1,623306233062   -0,404146030266596
    1,352303523035    1,873096798791540
    1,905149051491    1,078791090284580
    1,558265582656   -0,141311438197275
    1,271002710027    2,895088152642780
    1,075880758808    4,853933525773880
    1,357723577236    1,805905148976270
    2,040650406504    2,822129013613340
    2,403794037940    5,832662803156880
    1,482384823848    0,429341517699861
    1,552845528455   -0,109439352136052
    2,176151761518    4,522765551283200
    1,216802168022    3,548585683557700
    2,701897018970    3,594809846478920
    1,097560975610    4,704916528636330
    1,807588075881    0,123984515757575
    1,433604336043    0,918131261472575
    2,631436314363    4,424635753535640
    1,791327913279    0,004420297613849
    1,888888888889    0,895104021957747
    1,894308943089    0,955404665657281
    1,634146341463   -0,425549814925982
    1,422764227642    1,036983983739010
    2,252032520325    5,241854055772650
    1,341463414634    2,008344227922130
    1,921409214092    1,270331468523970
    2,219512195122    4,962609457426980
    2,490514905149    5,594300627546740
    1,693766937669   -0,424433709897023
    2,365853658537    5,803932509067970
    2,262872628726    5,324186490995390
    2,560975609756    5,113416269922900
    2,598915989160    4,764493874852830
    1,205962059621    3,672463875874390
    2,550135501355    5,202368659902070
    1,617886178862   -0,390985473865122
    2,571815718157    5,019505362087060
