     2,041420118343200    2,3875379136844800
     2,278106508875740    1,1544767214947400
     1,118343195266270   -2,9451965830338400
     2,715976331360950   -2,5857179996144600
     2,301775147928990    0,9428841552988960
     2,633136094674560   -2,1391776736165300
     2,491124260355030   -0,9359639835641130
     1,686390532544380    0,4553261421170330
     2,360946745562130    0,3751907206207550
     2,100591715976330    2,2626052582937800
     2,514792899408280   -1,1634930856598200
     2,502958579881660   -1,0506535761726500
     1,615384615384620   -0,2818925251768750
     1,142011834319530   -3,0109432163550300
     2,775147928994080   -2,7525683789427200
     2,147928994082840    2,0665206349004100
     2,751479289940830   -2,7020283322308800
     2,289940828402370    1,0500232423731500
     2,124260355029590    2,1748292803236100
     1,710059171597630    0,6905515564723290
     1,816568047337280    1,6166844431675300
     2,928994082840240   -2,5389503625132200
     1,863905325443790    1,9314271753882600
     1,343195266272190   -2,6821550696594400
     1,745562130177510    1,0267383984730400
     1,402366863905330   -2,3017907562076300
     1,426035502958580   -2,1199933744650900
     1,153846153846150   -3,0357270770153200
     1,698224852071010    0,5738885158324520
     2,431952662721890   -0,3435349412131450
     1,059171597633140   -2,6906282646249400
     2,621301775147930   -2,0573285487601300
     2,893491124260350   -2,6705767665852800
     1,213017751479290   -3,0766697763475900
     2,420118343195270   -0,2230430428794520
     1,520710059171600   -1,2617388012769600
     1,544378698224850   -1,0232916388386900
     2,467455621301780   -0,7020278219135230
     1,000000000000000   -2,3196582173668600
     1,899408284023670    2,1185596889669200
     2,207100591715980    1,7125923565343400
     2,526627218934910   -1,2742390200710500
     1,946745562130180    2,2962846742685500
     1,674556213017750    0,3351113726383470
     2,976331360946750   -2,2924373931279400
     1,970414201183430    2,3527155832711900
     1,497041420118340   -1,4925039719379400
     1,224852071005920   -3,0680852892161900
     2,846153846153850   -2,7704052486754500
     2,585798816568050   -1,7883849690219900
     2,254437869822490    1,3544283651543600
     2,810650887573960   -2,7867501357901500
     1,165680473372780   -3,0550328751944200
     2,112426035502960    2,2213368170698400
     2,644970414201180   -2,2168249350205100
     2,538461538461540   -1,3826523722144500
     1,189349112426040   -3,0770253853795700
     2,136094674556210    2,1231858505860400
     1,568047337278110   -0,7791429682269530
     1,556213017751480   -0,9018040828225510
     1,757396449704140    1,1334224343669800
     2,739644970414200   -2,6685843715580500
     2,195266272189350    1,7922914862808900
     2,065088757396450    2,3541119948797500
     2,396449704142010    0,0178742053014975
     1,994082840236690    2,3868724623694600
     2,680473372781060   -2,4229198692779700
     2,443786982248520   -0,4637023311588510
     2,609467455621300   -1,9714547997306900
     2,798816568047340   -2,7809543969382400
     1,319526627218930   -2,8013942648946100
     1,023668639053250   -2,4808131707027100
     2,763313609467460   -2,7300437789113400
     1,047337278106510   -2,6251652840530100
     2,917159763313610   -2,5880774206600700
     1,733727810650890    0,9172124052560950
     1,236686390532540   -3,0539064009260000
     1,035502958579880   -2,5551743117483600
     2,479289940828400   -0,8196717661756230
     2,822485207100590   -2,7869238093004200
     2,869822485207100   -2,7315191594130700
     1,094674556213020   -2,8584186225109300
     2,017751479289940    2,3985009502364800
     2,325443786982250    0,7214817733520830
     1,982248520710060    2,3725986384760100
     2,573964497041420   -1,6915847444106500
     1,852071005917160    1,8594343106467300
     1,828402366863910    1,7019002198505600
     1,082840236686390   -2,8073878496953600
     2,266272189349110    1,2560184272288600
     2,384615384615380    0,1377796594946040
     1,449704142011830   -1,9234138839834000
     1,923076923076920    2,2180231492099100
     1,508875739644970   -1,3782030228209400
     1,875739644970410    1,9987028782852200
     3,000000000000000   -2,1410190661634800
     2,372781065088760    0,2569709375839570
     1,662721893491120    0,2134946180463000
     2,183431952662720    1,8676936541608000
     2,881656804733730   -2,7037781585890300
     2,692307692307690   -2,4821719959461900
     2,076923076923080    2,3290678600467800
     1,769230769230770    1,2370426500008200
     1,355029585798820   -2,6152031864401000
     2,905325443786980   -2,6319832603027900
     1,650887573964500    0,0907292286256251
     2,313609467455620    0,8332913152824140
     2,029585798816570    2,3958398223537700
     2,656804733727810   -2,2901020666495500
     1,272189349112430   -2,9780880932104400
     1,307692307692310   -2,8534419455787300
     1,071005917159760   -2,7514151457196600
     2,455621301775150   -0,5832859541035150
     1,437869822485210   -2,0234529180076800
     2,727810650887570   -2,6297858131492300
     2,668639053254440   -2,3588501333167700
     2,408284023668640   -0,1024866133051480
     2,230769230769230    1,5410066105782800
     2,597633136094670   -1,8817422614765900
     1,579881656804730   -0,6555634352557290
     1,532544378698220   -1,1433530457872500
     1,721893491124260    0,8050723263641950
     2,988165680473370   -2,2189527427328400
     2,349112426035500    0,4921837302021750
     2,940828402366860   -2,4847043404383600
     2,704142011834320   -2,5364775183371700
     1,260355029585800   -3,0088674263387500
     2,786982248520710   -2,7695515158446600
     2,159763313609470    2,0049584020742600
     2,562130177514790   -1,5915507670666300
     1,366863905325440   -2,5435403455325800
     2,337278106508880    0,6076972719280150
     2,952662721893490   -2,4254525307900400
     1,781065088757400    1,3373836640321700
     1,887573964497040    2,0611230666960300
     1,295857988165680   -2,9002999172418100
     2,005917159763310    2,3955111973307100
     1,201183431952660   -3,0796493215880200
     1,840236686390530    1,7828726426948000
     2,088757396449700    2,2985425254982100
     2,857988165680470   -2,7537431417538800
     1,461538461538460   -1,8200827103406000
     1,378698224852070   -2,4673121577341700
     2,053254437869820    2,3736173017526900
     1,473372781065090   -1,7136729007477300
     1,011834319526630   -2,4022490636129300
     2,171597633136090    1,9386343172215800
     1,639053254437870   -0,0329290456708715
     2,550295857988170   -1,4884991284869300
     1,106508875739650   -2,9043903052416200
     1,414201183431950   -2,2128363212446500
     2,834319526627220   -2,7814724893121000
     1,177514792899410   -3,0688114267534200
     1,934911242603550    2,2598477331442700
     1,792899408284020    1,4342370357896400
     1,627218934911240   -0,1572226003029770
     1,248520710059170   -3,0341556304128800
     2,218934911242600    1,6287699272594800
     2,964497041420120   -2,3613187904996900
     1,911242603550300    2,1708952674852800
     1,804733727810650    1,5274017095639000
     1,390532544378700   -2,3866740144370600
     1,130177514792900   -2,9807422109689800
     1,603550295857990   -0,4066791564626330
     1,485207100591720   -1,6044045694312600
     1,958579881656800    2,3272610634961400
     1,331360946745560   -2,7442604755822400
     1,284023668639050   -2,9418756922520100
     2,242603550295860    1,4494931801566700
     1,591715976331360   -0,5313226300202850
